"OTAZKA";"A";"B";"C";"D";"Spravna odpoved";"Vysvetleni"
"A recovered Primary Management Server comes back online after the Secondary server was made Active during an outage. SmartConsole shows both servers as Active, with conflict or collision messages. What is the safest operational assumption before making the recovered server Active again?";"Assume the recovered server has the latest database because it was the original primary.";"Assume the gateway cluster will merge both management databases automatically.";"Assume the most recently Active server may contain changes that must be synchronized first.";"Assume all changes are lost and restore from the last Gaia snapshot immediately.";"C";"The lab best practice says that when a previously active Management Server recovers while its peer is Active, assume that the most recently Active server may contain changes that need synchronization before returning the recovered peer to Active."
"Which statement best summarizes the standard Management HA architecture described in the CCSE material?";"One Primary Management Server and one or more Secondary Management Servers, with normally only one Active Management Server at a time.";"A ClusterXL pair of Management Servers where failover is handled by CCP packets.";"Two active Primary Management Servers that continuously write to the same database.";"One Management Server per Security Gateway, with the gateway selecting the closest server.";"A";"A Management HA solution consists of one Primary Management Server and one or more Secondary Management Servers. In a standard state, there is only one Active Management Server at a time."
"A policy installation is started from SmartConsole after several rule changes. Which component on the Security Management Server first receives the install command and decides whether the installation can use an accelerated path or must be a full installation?";"CPTA on the management server";"CPD on the gateway";"The SmartEvent Correlation Unit";"CPM on the Security Management Server";"D";"The CPM process receives the install command and initiates the policy install process. Based on changes since the previous install, CPM decides between Fast or Full policy installation."
"A colleague says that every policy installation must go through FWM verification and conversion before files are sent to the gateway. Based on the R82 policy installation flow, what is the best correction?";"FWM runs only on Security Gateways during cpstart.";"FWM is used only for VPN communities, not for Access Control policy installation.";"Only Modern Dump files go through FWM verification and conversion. Legacy Dump files are installed directly.";"Only Legacy Dump files go through FWM verification and conversion. Modern Dump files include pre-generated code and do not require that phase.";"D";"The Verification and Conversion phase applies only to Legacy Dumps. Modern Dump files include pre-generated code and do not require further compilation or verification before transfer."
"During the Transfer phase of policy installation, which process transfers the policy files to the Security Gateway, and where are the files first stored on the gateway before commit?";"SmartConsole transfers them to $FWDIR/conf and the gateway compiles them locally.";"CPTA transfers them, and CPD stores them under $FWDIR/state/__tmp/FW1 before commit.";"CPM transfers them directly to $FWDIR/state/local/FW1.";"The Correlation Unit transfers them to $FWDIR/log before SmartEvent parses them.";"B";"FWM invokes CPTA to transfer policy files. CPD stores them in the temporary gateway directory $FWDIR/state/__tmp/FW1 before they are committed and moved to local storage."
"A gateway has booted and needs to load the latest available local policy files. Where are the policy files located on the Security Gateway after a successful policy installation?";"$CPDIR/database/policy/FW1";"$FWDIR/state/local/FW1";"$FWDIR/scripts/migrate_server/FW1";"$FWDIR/state/<Gateway Name>/FW1";"B";"After policy installation, the Security Gateway stores its local policy files in $FWDIR/state/local/FW1. The Management Server stores policy files under $FWDIR/state/<Gateway Name>/FW1."
"An administrator is logged in to a Security Gateway and wants to manually load policy files from the Security Management Server rather than the gateway local copy. Which command format matches that goal?";"migrate_server import -v R82";"asg stat -i tasks";"fw fetch localhost";"fw fetch <Management address>";"D";"To manually load policy from the Security Management Server, use fw fetch <Management address>. To load the local gateway copy, use fw fetch localhost."
"An organization wants one policy object named FileServer to represent a different local IP address on each Security Gateway. The object should exist in SmartConsole without a fixed IP address, and each gateway should resolve it locally. Which object type fits best?";"LDAP Group object";"Dynamic Object";"Network Feed";"Updatable Object";"B";"Dynamic Objects are created in SmartConsole with a name but no IP address and are resolved locally on each Security Gateway using the dynamic_objects command."
"A security policy must allow access to Microsoft 365 and Zoom without manually maintaining all related IP and domain ranges. The objects should be predefined and dynamically updated by Check Point. What should be used?";"Updatable Objects";"Gateway topology anti-spoofing groups";"User Templates";"Manual Static NAT rules";"A";"Updatable Objects are predefined objects for external services such as Microsoft 365, Zoom, Azure Cloud and similar services. Their IP and domain information is maintained and updated dynamically."
"A gateway must use an external HTTPS URL as a source of IP addresses for Access Control enforcement. The feed should be parsed by the gateway and refreshed periodically without editing and reinstalling the policy each time the list changes. Which object type is most appropriate?";"Network Feed object";"User Group object";"Security Zone object";"Access Role object";"A";"Network Feed objects use an external HTTP or HTTPS source to provide data for Access Control, HTTPS Inspection and Threat Prevention rules. The gateway fetches and parses the feed."
"When configuring a Network Feed, which design choice best matches the course best practice and default behavior?";"Disable gateway proxy by default because Network Feeds never use proxy settings.";"Use HTTPS for the feed URL, and remember the default check feed interval is 60 minutes.";"Use HTTP rather than HTTPS because gateways do not validate feed certificates.";"Use a semicolon as the mandatory delimiter because newline parsing is unsupported.";"B";"The material recommends HTTPS as a best practice. It also states that the default check feed interval is 60 minutes, with newline as the default delimiter."
"An administrator wants to write an access rule based on user identity, machine identity, and specific networks. Which object type is designed for this modern Identity Awareness-based use case?";"Dynamic Object";"LDAP Group object";"Access Role object";"Network Feed object";"C";"Access Role objects are Identity Awareness objects used as Source or Destination and can combine networks, users, machines and remote access clients."
"A team still uses LDAP Group objects directly in policy. Which statement is most accurate according to the material?";"LDAP Group objects require Identity Awareness and cannot use Account Units.";"LDAP Group objects require an Account Unit, but they do not require Identity Awareness. They are considered a legacy method compared with Access Roles.";"LDAP Group objects are resolved locally on each gateway by the dynamic_objects command.";"LDAP Group objects are the only supported identity method in R82.";"B";"LDAP Group objects require an LDAP Account Unit with appropriate credentials but do not require Identity Awareness. The material describes them as a legacy method compared with Access Role objects."
"A firewall administrator needs a NAT rule that translates both the source and destination IP addresses in the same packet, and the rule should apply only for a specific service. Which NAT approach is required?";"Manual NAT rules";"Identity Awareness Access Roles";"Automatic Hide NAT on the source network object";"Updatable Objects in the NAT rulebase";"A";"Manual NAT provides more granular control than automatic NAT and supports scenarios such as translating both source and destination in the same packet and matching specific services."
"A manual static NAT rule uses a translated address from a subnet directly connected to the Security Gateway. What additional configuration is typically required so hosts on that connected network can resolve the translated IP to the gateway MAC address?";"An LDAP Account Unit";"A VPN community encrypted traffic rule";"A SmartEvent automatic reaction";"Proxy ARP on the individual Security Gateway";"D";"Proxy ARP is required for Manual NAT rules when the translated IP address is from a network where the gateway is connected. It is configured on the individual Security Gateway."
"A manual NAT translated address is not from a directly connected subnet. Instead, the translated address belongs to a network that is routed to the Security Gateway. Is Proxy ARP still required?";"Yes, but only on the Security Management Server object.";"No, because manual NAT never needs Layer 2 reachability.";"No, Proxy ARP is not needed when the translated address is from a network routed to the gateway.";"Yes, Proxy ARP is always required for every manual NAT rule.";"C";"The material states that if the translated address is from a network routed to the gateway, no Proxy ARP is needed. Proxy ARP is needed when using addresses from a network where the gateway is connected."
"After adding or changing Proxy ARP entries for Manual NAT in Gaia Portal, traffic still does not work. The administrator published the SmartConsole session but did nothing else. What step is missing according to the CCSE material?";"Disable all automatic NAT rules globally.";"Install the Security Policy after every Proxy ARP change.";"Restart the SmartEvent Correlation Unit.";"Run migrate_server verify -v R82.";"B";"The material explicitly notes that the Security Policy must be installed after every Proxy ARP change for the changes to take effect on the Security Gateway."
"Manual Proxy ARP entries have been configured on the gateway, but the administrator forgot the SmartConsole Global Properties setting required for the configuration to be merged into the installed policy. Which setting is relevant?";"Enable Identity Awareness under Access Role settings.";"Enable Offline Jobs under SmartEvent General Settings.";"Enable Accept Control Connections under VPN Global Properties.";"Enable Merge manual proxy ARP configuration under NAT Global Properties.";"D";"The manual NAT workflow includes reviewing NAT Global Properties and enabling Merge manual proxy ARP configuration before publishing and installing policy."
"In R82 Security Management behind NAT, a remote gateway should communicate with the Management Server using the Management Server translated address for control connections. Which Management Server NAT setting is directly relevant?";"Apply to Security Gateway Control Connections";"Check feed interval";"Use gateway proxy for connection";"All identified machines";"A";"The Management Server NAT properties include Apply to Security Gateway Control Connections. If disabled, a remote gateway does not communicate with the NAT address of the Management Server."
"When configuring Security Management behind NAT in R82, an administrator enables the option for gateways to use the server translated IP address. What additional gateway-side configuration is required by the course notes?";"Create a Star VPN community with the Management Server as the center.";"Create an LDAP Account Unit for the gateway.";"Configure the Management interface on the Gateway or Cluster.";"Run cp_conf finger get on every administrator workstation.";"C";"The material notes that using the server translated IP address also requires configuration of the Management interface on the Gateway for R82 and higher gateways."
"A branch office must securely exchange traffic with headquarters across the Internet using Check Point gateways. Which set of security properties is specifically guaranteed by the IPSec VPN tunnel according to the material?";"NAT translation, anti-spoofing and logging";"Policy acceleration, QoS and compliance reporting";"Confidentiality, integrity and authenticity";"Availability, load balancing and user awareness";"C";"The IPSec VPN tunnel guarantees confidentiality by encryption, integrity through integrity assurance methods and authenticity using authentication methods."
"During tunnel establishment, a VPN peer must authenticate the other peer, agree on encryption methods and produce symmetric keys for encrypting and decrypting data. Which protocol is responsible for this negotiation?";"IKE";"CPUSE";"gClish";"CPTA";"A";"Internet Key Exchange is the key management protocol used to authenticate peers, agree on keys and methods, and produce symmetric keys used by the VPN tunnel."
"A third-party VPN device supports IKEv1 but not Main Mode. The administrator considers Aggressive Mode. Which statement is most accurate?";"Aggressive Mode is preferred because it uses six packets and is more secure.";"Aggressive Mode creates two unidirectional IPSec SAs directly, skipping peer authentication.";"Aggressive Mode is less secure, uses three packets and should be used only when required for compatibility.";"Aggressive Mode applies only to IKEv2 CREATE_CHILD_SA exchanges.";"C";"IKEv1 Main Mode is preferred and uses six packets. Aggressive Mode is less secure, uses three packets and should be used only when a third-party device does not support Main Mode."
"An administrator is troubleshooting IKEv1 and sees that Phase I completed successfully. Which result should they expect from Phase I before Phase II can secure user traffic?";"A bidirectional IKE SA with a default validity of one day";"A new Management HA synchronization state";"A completed Gaia backup of the gateway configuration";"Two unidirectional IPSec SAs with one-hour default validity";"A";"IKEv1 Phase I creates a bidirectional IKE Security Association. The material states that its default validity is one day."
"IKEv1 Phase II has just completed in Quick Mode. What is the expected result of this phase?";"A bidirectional IKE SA used only to protect negotiation traffic";"A SmartEvent offline job associated with the VPN log server";"A proxy ARP entry for the peer external IP address";"Two unidirectional IPSec SAs used to protect traffic between VPN Domains";"D";"IKEv1 Phase II, also called Quick Mode, creates two unidirectional IPSec SAs that protect network traffic between VPN Domains."
"A Check Point gateway is establishing a Site-to-Site VPN with another gateway managed by the same Security Management Server. Which authentication method is used for internally managed VPN gateways?";"A dynamic object resolved locally on each gateway";"Pre-shared Secret only";"Certificates issued by the same internal Certificate Authority, with no shared secret required";"LDAP simple bind against Active Directory";"C";"Internally managed VPN gateways are always authenticated using certificates. They receive certificates from the same Internal Certificate Authority. PSK is not used for internally managed VPN gateways."
"A Check Point gateway must form a VPN with an Interoperable Device. The administrator wants to use certificate authentication. What must be ensured for the certificate to be accepted?";"Each VPN gateway must trust the issuer of the peer certificate and validate the certificate.";"The peer must be added to the Package Repository in SmartConsole.";"The peer must be configured as a Dynamic Object with no IP address.";"The peer must be a Standby Management Server in Management HA.";"A";"For externally managed gateways or interoperable devices, certificate trust must be explicitly established. Each gateway must trust the issuer of the peer certificate and validate it."
"A gateway identifies VPN traffic by checking whether the source belongs to one VPN Domain and the destination belongs to another gateway VPN Domain. Which VPN traffic identification method is being used?";"Management HA-based VPN using peer state";"SmartEvent-based VPN using correlation rules";"Route-based VPN using VTI routes";"Domain-based VPN using VPN Domains";"D";"In the domain-based method, VPN domains define the hosts and networks behind each VPN gateway. Traffic between VPN Domains is identified as VPN traffic."
"A gateway identifies VPN traffic because the routing table forwards the packet to a Virtual Tunnel Interface associated with a peer VPN gateway. Which method is this?";"Route-based VPN";"Domain-based VPN";"Manual NAT-based VPN";"SmartEvent Offline Job VPN";"A";"In route-based VPN, each tunnel has a Virtual Tunnel Interface, and any traffic routed through that VTI is identified as VPN traffic for the associated tunnel."
"In a Star VPN Community, two Satellite gateways need to communicate with each other. What is the key design constraint described in the material?";"Satellites can communicate only if both use Pre-shared Secrets instead of certificates.";"Satellites cannot establish a direct VPN tunnel with each other and must route traffic through the Center gateway if satellite-to-satellite communication is required.";"Satellite-to-satellite traffic bypasses the Firewall policy because it is already encrypted.";"Satellites always create a full mesh with each other automatically.";"B";"In a Star Community, satellite gateways do not establish direct tunnels with each other. If communication is required, traffic is routed through VPN tunnels via the Center gateway according to the VPN routing option."
"A firewall rule contains a VPN Community in the VPN column but leaves Source and Destination as Any. A teammate thinks the rule now matches all Internet traffic. What is the best correction?";"Any always overrides the VPN column, so the rule matches all traffic.";"The rule matches only SmartConsole management traffic.";"Including the VPN Community limits the rule to VPN Domains in that community, even if Source and Destination are Any.";"The rule will never match because VPN communities cannot be used in Access Control rules.";"C";"When VPN Communities are included in the firewall rule, all VPN Domains in the community are automatically included. Even if Source and Destination are Any, the rule is limited to VPN Domains."
"A VPN community is configured to allow all encrypted communication between its VPN Domains without creating a separate explicit Firewall rule. Which feature provides this behavior?";"The Compliance Rescan action";"The Encrypted Traffic option that adds an implied Firewall rule for the VPN community";"The Package Repository automatic source selection";"The dynamic_objects command on each gateway";"B";"A VPN Community can be configured to add an implied Firewall rule that allows all communication between its VPN Domains, removing the need for an explicit Access Control rule for that traffic."
"A gateway object's main IP address is not the external IP address on which VPN peers communicate. What should be configured during Site-to-Site VPN setup?";"Link Selection should be set to use the correct external IP address from the topology.";"The gateway should be added as a Secondary Management Server.";"The gateway must use Aggressive Mode for all peers.";"A SmartEvent automatic reaction should be set to block the source.";"A";"When the gateway Main IP address is not the external IP used by VPN peers, Link Selection must be configured. The material says to use the external IP address from the topology table."
"Which sequence best matches the basic Site-to-Site VPN configuration workflow in the CCSE material?";"Enable IPSec VPN blade and VPN Domain, add gateways to a VPN community, configure encryption and tunnel management, configure shared secret if needed, then allow VPN traffic with an explicit rule or Encrypted Traffic option.";"Create Proxy ARP, enable Merge manual proxy ARP configuration, publish, then install a NAT-only policy.";"Export the management database, calculate md5sum, and import it on a new server.";"Create a Compliance report, disable best practices, then run cpstop on the gateway.";"A";"The VPN workflow includes enabling the IPSec VPN blade and VPN Domain, adding gateways to a community, setting encryption and tunnel properties, optionally selecting a shared secret for external or third-party peers, and adding explicit firewall rules or enabling Encrypted Traffic."
"A SmartEvent deployment must analyze log entries and identify events. Which SmartEvent component is specifically responsible for that analysis?";"CPTA";"CPUSE Deployment Agent";"Correlation Unit";"ElasticXL SMO";"C";"The Correlation Unit analyzes log entries and identifies events. It is added with its respective Log Server in SmartEvent General Settings."
"A security team wants SmartEvent to process logs that were generated previously and are stored in a log file associated with a Log Server. Which SmartEvent configuration is designed for this?";"Proxy ARP entry";"Dynamic Object";"Access Role";"Offline Job";"D";"Offline Jobs configure an Offline Log File process. Each Offline Job is associated with a Log Server and a log file containing previously generated logs."
"SmartEvent must distinguish whether detected events originated internally or externally. Which General Settings item helps SmartEvent make that determination?";"Jumbo Hotfix Accumulator";"Management Interface";"Internal Network";"Package Repository";"C";"The Internal Network setting helps SmartEvent determine whether events originated internally or externally."
"An organization wants SmartEvent to send email, block a source, run an external script or generate an SNMP trap when certain events are detected. Which SmartEvent feature covers these actions?";"VPN Routing options";"User Templates";"Automatic Reactions";"Management HA full sync";"C";"Automatic Reactions are automated responses triggered when certain events are detected, such as sending mail, blocking source or event activity, running an external script or generating an SNMP trap."
"A SmartEvent administrator changes the Event Policy and immediately expects the new behavior to apply. What important operational step is required?";"Run fw fetch localhost on all gateways.";"Set the Management Server to Standby.";"Create a JSON IP mapping file under /var/log.";"Install the Event Policy after making Event Policy changes.";"D";"The material states that when changes are made in the Event Policy, the policy must be installed for the changes to be applied."
"A manager wants weekly PDF reports from SmartEvent, while an analyst wants to export a filtered report as CSV for additional processing. Which statement matches SmartEvent reporting capabilities?";"SmartEvent reports can be exported only to HTML and cannot be scheduled.";"SmartEvent can export CSV only after a Management HA collision is resolved.";"SmartEvent can generate predefined and customized reports on a daily, weekly or monthly schedule or on demand, and reports can be exported to PDF or CSV.";"SmartEvent reporting exists only in the Compliance Blade, not in SmartEvent.";"C";"SmartEvent supports predefined and customized reports on a schedule or on demand, and the current report can be exported as PDF or CSV based on filters and time period."
"A Compliance administrator reviews Best Practice tests and asks how they are categorized. Which answer is correct?";"Global tests are manual only, while object-based tests are scheduled only by SmartEvent.";"Global tests examine only VPN communities, while object-based tests examine only NAT rules.";"Global tests require Identity Awareness, while object-based tests require Management HA.";"Global tests examine organization-wide settings, while object-based tests examine settings for specific objects such as gateways and profiles.";"D";"Compliance Best Practice tests are either global tests, which examine the entire organization, or object-based tests, which examine configuration settings for particular objects such as gateways and profiles."
"A customer wants Compliance Monitoring to detect changes made directly through CLI or scripts without waiting for an administrator to open SmartConsole. Which scan behavior addresses this?";"SmartEvent Offline Jobs detect CLI changes and automatically fix them.";"Only manual Rescan can detect CLI changes.";"Compliance Monitoring detects only VPN tunnel renegotiations.";"Automatic daily scans check for changes made to gateway and policy configurations through CLI or scripts.";"D";"Continuous Compliance Monitoring performs automatic daily scans to find changes made to gateway and policy configurations through CLI or scripts."
"After an administrator changes SmartConsole objects that affect gateway or policy configuration, when does the Compliance Blade automatically scan those changes?";"After the Publish action";"Only after a gateway reboot";"After IKE Phase II renegotiation";"Only after cpstop and cpstart";"A";"For SmartConsole changes, the Compliance Blade performs a scan after an administrator publishes objects that affect gateway or policy configuration."
"An administrator wants to manually trigger a Compliance scan from SmartConsole. Which path best matches the material?";"SECURITY POLICIES > NAT > Add Proxy ARP > Rescan";"SmartEvent Settings > Offline Jobs > Rescan Management HA";"GATEWAYS & SERVERS > Actions > Install Hotfix/Jumbo > Rescan";"MANAGE & SETTINGS > Blades > Compliance Settings > Engine Status > Rescan";"D";"To run a manual Compliance scan, navigate to MANAGE & SETTINGS, select Blades, open Compliance Settings and click Rescan under Engine Status."
"A best practice violation is valid for most rules, but one specific parent rule should be treated as an exception with an explanation. What is the most appropriate Compliance action from the lab style?";"Convert the rule to a VPN community so Compliance stops scanning it.";"Disable or mark the specific check for the relevant object or rule with an expiration and explanatory comment.";"Move the rule below the Cleanup rule to hide the violation.";"Delete the Compliance Blade because exceptions are unsupported.";"B";"The lab shows disabling a specific Compliance check for selected rules with settings such as Expiration and Comment, documenting why the check is not relevant."
"Which statement best summarizes the combined value of SmartEvent and Compliance in the CCSE monitoring module?";"They provide automatic gateway clustering and policy failover.";"They are used only to import and export the Management database.";"They enhance security posture by supporting incident response, event analysis and regulatory compliance monitoring.";"They replace the need for Access Control and NAT policies.";"C";"The module key point says SmartEvent and Compliance collectively enhance the ability to maintain a robust security posture, respond swiftly to incidents and ensure compliance with regulatory standards."
"A Gaia Security Gateway needs an in-place version upgrade. Which upgrade method is described as an in-place upgrade method for Gaia machine types?";"IKEv1 Quick Mode";"Management HA changeover";"Network Feed import";"CPUSE";"D";"The Upgrades module lists CPUSE as a common in-place upgrade method for all Gaia machine types."
"A company has many Security Gateways and clusters. The security team wants a remote upgrade method from SmartConsole and expects it to be the best practice for gateways and clusters. Which method best matches this requirement?";"Manual Management HA synchronization";"Dynamic Object local resolution";"Central Deployment with SmartConsole";"SmartEvent Offline Jobs";"C";"Central Deployment with SmartConsole is described as a remote upgrade method and a best practice for Gateways and Clusters."
"A very large environment needs automation for upgrades across many gateways from Expert mode on the Security Management Server. Which tool is most appropriate?";"fw fetch localhost";"show cluster state";"cp_conf finger get";"Central Deployment Tool (CDT)";"D";"The Central Deployment Tool is an automation utility installed on the Security Management Server and run from Expert mode to automate upgrade processes across large environments."
"In Central Deployment with SmartConsole, gateways have poor Internet connectivity. Where should upgrade or hotfix packages preferably be taken from?";"The local Dynamic Object table on each gateway";"The SmartEvent Offline Job log file";"The peer VPN gateway certificate store";"The Package Repository on the Security Management Server";"D";"The material states that the best practice is to use the Package Repository if gateway Internet connectivity is poor or overloaded."
"An administrator selects 30 gateways for Central Deployment. How does SmartConsole manage concurrency according to the material?";"It installs on all 30 gateways simultaneously.";"It runs one gateway at a time and does not queue others.";"It can queue 30 selected gateways and run up to 10 installations at the same time.";"It allows only 10 gateways to be selected in total.";"C";"Central Deployment supports a batch of 30 selected and queued gateways, with up to 10 active installations running at the same time."
"Before using Central Deployment through SmartConsole, which prerequisite combination is most accurate?";"Administrator write permission on SmartUpdate, latest CPUSE Deployment Agent, established SIC, and a policy installed on the gateway.";"A Compliance report and a Network Feed with HTTP delimiter set to semicolon.";"Management HA Collision Mode, disabled SIC, and no installed policy.";"A VPN Star Community, Aggressive Mode, and manual proxy ARP only.";"A";"Central Deployment prerequisites include SmartUpdate write permission, the latest CPUSE Deployment Agent, working SIC between management and gateway, and a policy installed on the Security Gateway."
"A deployment package can come from the repository if available, otherwise from the Check Point Cloud. Which Package Location Source option provides this behavior?";"Offline Job";"Management only";"Automatic";"Gateway";"C";"The Automatic package location source uses the repository if the package is available, otherwise it uses Check Point Cloud."
"An administrator chooses the Package Location Source as Gateway during Central Deployment. What does that imply?";"The package is taken from SmartEvent reports.";"The package is fetched from the VPN peer using IKE.";"The gateway downloads the package from Check Point Cloud.";"The Security Management Server uploads the package from the Package Repository only.";"C";"The Gateway source means the package is downloaded from Check Point Cloud by the gateway. The Management source uses the Package Repository."
"Before starting a hotfix installation through Central Deployment, the administrator clicks Verify. What does this verification check include according to the material?";"Whether VPN Phase II has exactly two SAs.";"Whether Management HA synchronization frequency is set to automatic.";"Whether every Access Role has at least one LDAP Group.";"Enough disk space and whether installed hotfixes are being overridden.";"D";"The Verify button runs a pre-upgrade verification that checks for enough disk space and whether any installed hotfixes are being overridden."
"After a gateway hotfix installation finishes through Central Deployment in an environment using Threat Prevention policy, what additional step is required by the course material?";"Delete all Compliance Best Practice tests.";"Install the Threat Prevention policy after the installation is completed.";"Convert all VPN communities to Star topology.";"Run migrate_server export on the gateway.";"B";"The Upgrades module notes that if Threat Prevention policy is used, it must be installed after the installation is completed."
"Which preparation step list best matches the Security Management, Log, or SmartEvent Server upgrade workflow with CPUSE?";"Set one Management Server Active, put the peer in Collision Mode, then export logs.";"Create a Network Feed, set delimiter, test feed, then add it to the NAT rulebase.";"Plan upgrade, publish pending changes and close SmartConsole, create backup including system backup, snapshot and CPInfo, update CPUSE Deployment Agent and Upgrade Tools, then run Pre-Upgrade Verifier.";"Create a VPN community, enable Encrypted Traffic, run Quick Mode, then install policy.";"C";"The CPUSE upgrade workflow includes planning, publishing pending changes, closing SmartConsole, creating backup and snapshot and CPInfo, installing latest CPUSE Deployment Agent and Upgrade Tools, and running the Pre-Upgrade Verifier."
"Which upgrade order is recommended when dedicated Log or SmartEvent Servers exist?";"Upgrade the Primary Security Management Server before dedicated Log or SmartEvent Servers.";"Upgrade gateways first, then the Primary Management Server, then SmartConsole clients.";"Upgrade the Standby Management Server only and leave the Primary on the old version indefinitely.";"Upgrade all dedicated Log and SmartEvent Servers before the Primary Management Server.";"A";"The guidelines and best practices state that the Primary Security Management Server should be upgraded before dedicated Log or SmartEvent Servers."
"A customer wants to replace an underpowered Security Management Server with better hardware while preserving objects, policies, certificates and other settings. Which Advanced Upgrade approach is described in the module?";"Use VPN Aggressive Mode to copy policies between servers.";"Create a new Dynamic Object for every gateway and wait for local resolution.";"Use SmartEvent Offline Jobs to rebuild the management database from logs.";"Export and import the Management Server Database with the migrate_server tool.";"D";"The Management Server database includes objects, policies, certificates and settings. The migrate_server tool can export the database to a .txz archive and import it on another server."
